start_time,finish_time,experiment_item,parameter_configuration_number,parameter_configuration_file_name,,,config file number,,stl_requirement,runaway_min_robustness,runaway_max_robustness,runaway_average_robustness,runaway_cumulative_robustness,boundary_min_robustness,boundary_max_robustness,boundary_average_robustness,boundary_cumulative_robustness,average_robustness_sum,avg_resolution_time,avg_cycle_time,resolution_time_percentage,max_runaway_requirement_weakening_parameter,min_runaway_requirement_weakening_parameter,average_runaway_requirement_weakening_parameter,cumulative_runaway_requirement_weakening_parameter,max_boundary_requirement_weakening_parameter,min_boundary_requirement_weakening_parameter,average_boundary_requirement_weakening_parameter,cumulative_boundary_requirement_weakening_parameter,total_resolution_count,resolution_success_count,resolution_failure_count,resolution_success_percentage,runaway_activated_count,boundary_activated_count,follower_caught_ego_count,mission_waypoints_completed_count,EGO_AVOID_SPEED,EGO_BOUND_ENFORCER_SPEED,EGO_DRONE_MAX_SPEED,FOLLOWER_DRONE_MAX_SPEED,EGO_DRONE_START_LOCATION_NORTH,EGO_DRONE_START_LOCATION_EAST,RESOLVER,MAX_EGO_DRONE_CYCLE,STL_BOUNDARY_ORIGINAL_REQUIREMENT_FILE_PATH,STL_RUNAWAY_ORIGINAL_REQUIREMENT_FILE_PATH,MAIN_STL_FILE_FOR_RESOLVER,STL_BOUNDARY_REQUIREMENT_SIGNAL_LENGTH,STL_RUNAWAY_REQUIREMENT_SIGNAL_LENGTH
09-26-2022_07-38-36,09-26-2022_07-40-32,PRIORITY - RUNAWAY,3,experiments/config/bound,run/randomized,config/config,81,ini,,-9,74,12.71356784,2530,-20,19,3.105527638,618,15.81909548,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,50,33,20,1,11,9,2,3,-15,-2,PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-26-2022_07-46-25,09-26-2022_07-48-22,PRIORITY - RUNAWAY,4,experiments/config/bound,run/randomized,config/config,82,ini,,-9,50,6.155778894,1225,-35,17,-5.487437186,-1092,0.668341708,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,61,76,13,4,10,9,5,8,7,-20,PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-26-2022_07-51-08,09-26-2022_07-53-05,PRIORITY - RUNAWAY,5,experiments/config/bound,run/randomized,config/config,83,ini,,-9,41,8.391959799,1670,-14,17,1.286432161,256,9.67839196,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,46,66,28,5,13,9,8,10,6,-18,PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-26-2022_08-00-45,09-26-2022_08-02-43,PRIORITY - BOUNDARY,7,experiments/config/bound,run/randomized,config/config,84,ini,,-9,57,3.477386935,692,-8,18,4.145728643,825,7.623115578,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,68,51,29,2,7,9,4,6,20,-9,PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-26-2022_08-13-19,09-26-2022_08-15-16,PRIORITY - BOUNDARY,9,experiments/config/bound,run/randomized,config/config,85,ini,,-9,38,11.01507538,2192,-9,17,2.27638191,453,13.29145729,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,32,76,24,9,14,9,9,11,0,-19,PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-26-2022_08-46-06,09-26-2022_08-48-02,PRIORITY - BOUNDARY,4,experiments/config/bound,run/randomized,config/config,86,ini,,-8,61,8.010050251,1594,-12,18,5.195979899,1034,13.20603015,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,49,39,20,1,14,9,2,4,3,0,PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-26-2022_09-06-23,09-26-2022_09-08-19,PRIORITY - BOUNDARY,7,experiments/config/bound,run/randomized,config/config,87,ini,,-10,32,6.211055276,1236,-12,15,3.055276382,608,9.266331658,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,33,60,24,7,12,9,6,11,13,-4,PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-26-2022_09-11-06,09-26-2022_09-13-04,PRIORITY - BOUNDARY,8,experiments/config/bound,run/randomized,config/config,88,ini,,-10,52,2.984924623,594,-10,18,5.24120603,1043,8.226130653,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,72,41,30,2,9,9,3,7,9,-12,PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-26-2022_09-15-56,09-26-2022_09-17-53,PRIORITY - BOUNDARY,9,experiments/config/bound,run/randomized,config/config,89,ini,,-9,71,5.346733668,1064,-6,18,4.959798995,987,10.30653266,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,63,42,23,3,8,9,3,4,10,-14,PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-26-2022_09-20-44,09-26-2022_09-22-41,PRIORITY - BOUNDARY,0,experiments/config/bound,run/randomized,config/config,90,ini,,-9,71,6.361809045,1266,-6,19,5.432160804,1081,11.79396985,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,67,35,22,1,8,9,2,4,4,-15,PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-26-2022_09-25-33,09-26-2022_09-27-30,PRIORITY - BOUNDARY,1,experiments/config/bound,run/randomized,config/config,91,ini,,-7,81,13.15577889,2618,-3,15,4.623115578,920,17.77889447,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,68,19,14,2,4,9,1,2,5,-10,PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-26-2022_09-30-19,09-26-2022_09-32-16,PRIORITY - BOUNDARY,2,experiments/config/bound,run/randomized,config/config,92,ini,,-10,32,4.331658291,862,-8,16,4.206030151,837,8.537688442,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,51,50,31,3,10,9,4,9,11,19,PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-26-2022_09-35-06,09-26-2022_09-37-01,PRIORITY - BOUNDARY,3,experiments/config/bound,run/randomized,config/config,93,ini,,-10,41,7.703517588,1533,-14,18,2.492462312,496,10.1959799,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,36,74,26,4,12,9,8,11,-5,-15,PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-26-2022_09-39-47,09-26-2022_09-41-44,PRIORITY - BOUNDARY,4,experiments/config/bound,run/randomized,config/config,94,ini,,-10,56,5.366834171,1068,-7,17,6.015075377,1197,11.38190955,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,72,30,26,1,6,9,2,4,0,11,PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-27-2022_23-08-25,09-27-2022_23-10-21,PRIORITY - BOUNDARY,5,experiments/config/bound,run/randomized,config/config,95,ini,,-10,35,4.849246231,965,-10,19,3.055276382,608,7.904522613,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,37,69,13,6,12,9,7,10,18,-12,PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-27-2022_22-34-53,09-27-2022_22-36-49,PRIORITY - BOUNDARY,6,experiments/config/bound,run/randomized,config/config,96,ini,,-9,75,7.914572864,1575,-6,18,6.56281407,1306,14.47738693,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,73,30,26,1,5,9,1,3,-5,-15,PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-26-2022_10-00-04,09-26-2022_10-02-01,PRIORITY - BOUNDARY,7,experiments/config/bound,run/randomized,config/config,97,ini,,-8,37,11.39698492,2268,-12,18,1.949748744,388,13.34673366,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,24,82,22,9,14,9,10,11,-2,3,PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-26-2022_10-04-51,09-26-2022_10-06-48,PRIORITY - BOUNDARY,8,experiments/config/bound,run/randomized,config/config,98,ini,,-9,71,11.90954774,2370,-15,19,5.115577889,1018,17.02512563,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,44,36,18,1,11,9,2,3,-15,-2,PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-26-2022_10-09-39,09-26-2022_10-11-35,PRIORITY - BOUNDARY,9,experiments/config/bound,run/randomized,config/config,99,ini,,-9,51,3.150753769,627,-12,18,2.75879397,549,5.909547739,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,59,68,31,1,10,9,5,8,7,-20,PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-26-2022_15-34-21,09-26-2022_15-36-16,PRIORITY - RUNAWAY,0,experiments/config/bound,run/randomized,config/config,100,ini,,-10,41,6.51758794,1297,-19,18,0.261306533,52,6.778894473,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,47,74,35,4,13,9,8,10,6,-18,PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
